Rank,Score,Name,City,State,Google Maps Link
1,10,Monte's Restaurant,Lynn,MA,https://www.google.com/maps/search/?api=1&query=1%2010
2,9.4,Di Fara Pizza,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=2%209.4
2,9.4,DeLucia's Brick Oven Pizza,Raritan,NJ,https://www.google.com/maps/search/?api=1&query=2%209.4
2,9.4,Frank Pepe Pizzeria Napoletana,Chestnut Hill,MA,https://www.google.com/maps/search/?api=1&query=2%209.4
5,9.3,Luigi's Pizza,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=5%209.3
5,9.3,Lucali,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=5%209.3
5,9.3,John's of Bleecker Street,New York,NY,https://www.google.com/maps/search/?api=1&query=5%209.3
5,9.3,Oath Pizza,Nantucket,MA,https://www.google.com/maps/search/?api=1&query=5%209.3
5,9.3,Angelo's Coal Oven Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=5%209.3
5,9.3,Lazzara's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=5%209.3
11,9.2,Sally's Apizza,New Haven,CT,https://www.google.com/maps/search/?api=1&query=11%209.2
11,9.2,Ceres,New York,NY,https://www.google.com/maps/search/?api=1&query=11%209.2
11,9.2,Halftime Pizza,Boston,MA,https://www.google.com/maps/search/?api=1&query=11%209.2
11,9.2,Rosie's Subs and Pizza,Braintree,MA,https://www.google.com/maps/search/?api=1&query=11%209.2
11,9.2,De Lorenzo’s Tomato Pies,Robbinsville,NJ,https://www.google.com/maps/search/?api=1&query=11%209.2
16,9.1,Best Pizza,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=16%209.1
16,9.1,Regina Pizzeria,Boston,MA,https://www.google.com/maps/search/?api=1&query=16%209.1
16,9.1,Johnny's Pizzeria,Mount Vernon,NY,https://www.google.com/maps/search/?api=1&query=16%209.1
16,9.1,The Little Rendezvous,Meriden,CT,https://www.google.com/maps/search/?api=1&query=16%209.1
16,9.1,Sauce Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=16%209.1
16,9.1,Angelo’s Pizzeria,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=16%209.1
22,9.0,Town Spa Pizza,Stoughton,MA,https://www.google.com/maps/search/?api=1&query=22%209.0
22,9.0,Denino's Greenwich Village,New York,NY,https://www.google.com/maps/search/?api=1&query=22%209.0
24,8.9,Ralph's Pizzeria,Nutley,NJ,https://www.google.com/maps/search/?api=1&query=24%208.9
24,8.9,Mister O1- South Beach,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=24%208.9
24,8.9,Brooklyn Square Pizza,Jackson,NJ,https://www.google.com/maps/search/?api=1&query=24%208.9
24,8.9,Conte's Pizza,Princeton,NJ,https://www.google.com/maps/search/?api=1&query=24%208.9
24,8.9,Calabria Pizzeria & Restaurant,Livingston,NJ,https://www.google.com/maps/search/?api=1&query=24%208.9
29,8.8,Modern Apizza,New Haven,CT,https://www.google.com/maps/search/?api=1&query=29%208.8
29,8.8,Nancy’s Towne House,Rahway,NJ,https://www.google.com/maps/search/?api=1&query=29%208.8
29,8.8,Federici’s Family Restaurant,Freehold,NJ,https://www.google.com/maps/search/?api=1&query=29%208.8
29,8.8,Pino’s Pizza,Brighton,MA,https://www.google.com/maps/search/?api=1&query=29%208.8
29,8.8,Angeloni’s Restaurant & Pizzeria,Caldwell,NJ,https://www.google.com/maps/search/?api=1&query=29%208.8
34,8.7,Sorrento’s,Long Beach,NY,https://www.google.com/maps/search/?api=1&query=34%208.7
34,8.7,Fredi The PizzaMan,Melvindale,MI,https://www.google.com/maps/search/?api=1&query=34%208.7
34,8.7,F & F Pizzeria,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=34%208.7
34,8.7,Ignazio's,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=34%208.7
34,8.7,Columbia Inn Restaurant,Montville,NJ,https://www.google.com/maps/search/?api=1&query=34%208.7
39,8.6,Nunzio's Pizzeria,Long Branch,NJ,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Tommy’s Pizza,Bronx,NY,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Tenth Street Pasta & Pizza,Hoboken,NJ,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Joe & Pat's Pizzeria,Staten Island,NY,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Williamsburg Pizza,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Patsy's Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Nove Italian Restaurant,Gansevoort,NY,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Umberto's Pizzeria & Restaurant,New Hyde Park,NY,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Rizzo's Fine Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Prince Street Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Pi Pizzeria,Nantucket,MA,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Patsy's Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Roseland Apizza,Derby,CT,https://www.google.com/maps/search/?api=1&query=39%208.6
39,8.6,Papa’s Tomato Pies,Robbinsville,NJ,https://www.google.com/maps/search/?api=1&query=39%208.6
53,8.5,Fuoco Apizza,Cheshire,CT,https://www.google.com/maps/search/?api=1&query=53%208.5
53,8.5,Rosie's Pizza,Point Pleasant Beach,NJ,https://www.google.com/maps/search/?api=1&query=53%208.5
53,8.5,Double Zero,New York,NY,https://www.google.com/maps/search/?api=1&query=53%208.5
53,8.5,Lil' Frankie's,New York,NY,https://www.google.com/maps/search/?api=1&query=53%208.5
53,8.5,Cape Cod Cafe,Brockton,MA,https://www.google.com/maps/search/?api=1&query=53%208.5
53,8.5,Tony's Place,West Roxbury,MA,https://www.google.com/maps/search/?api=1&query=53%208.5
53,8.5,Frank Pepe Pizzeria Napoletana,New Haven,CT,https://www.google.com/maps/search/?api=1&query=53%208.5
53,8.5,Brooklyn Pizza Masters,New York,NY,https://www.google.com/maps/search/?api=1&query=53%208.5
53,8.5,Joe's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=53%208.5
53,8.5,John & Maria’s Pizzeria,East Haven,CT,https://www.google.com/maps/search/?api=1&query=53%208.5
53,8.5,Perfect Pizza,North Bergen,NJ,https://www.google.com/maps/search/?api=1&query=53%208.5
64,8.4,Giordano's,Chicago,IL,https://www.google.com/maps/search/?api=1&query=64%208.4
64,8.4,Joe & Pat's Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=64%208.4
64,8.4,Colony Grill,Stamford,CT,https://www.google.com/maps/search/?api=1&query=64%208.4
64,8.4,Saba's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=64%208.4
64,8.4,Pizza Sam,Jackson Heights,NY,https://www.google.com/maps/search/?api=1&query=64%208.4
64,8.4,Luigi's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=64%208.4
64,8.4,John's of Times Square,New York,NY,https://www.google.com/maps/search/?api=1&query=64%208.4
64,8.4,Vinny Vincenz,New York,NY,https://www.google.com/maps/search/?api=1&query=64%208.4
64,8.4,Picciotto NYC,New York,NY,https://www.google.com/maps/search/?api=1&query=64%208.4
64,8.4,Best Pizza & Dive Bar,Amagansett,NY,https://www.google.com/maps/search/?api=1&query=64%208.4
64,8.4,Nick’s Pizza,Forest Hills,NY,https://www.google.com/maps/search/?api=1&query=64%208.4
64,8.4,Trattoria L'incontro,Astoria,NY,https://www.google.com/maps/search/?api=1&query=64%208.4
76,8.3,Christo's Restaurant & Bar,Wallingford,CT,https://www.google.com/maps/search/?api=1&query=76%208.3
76,8.3,Vic's Italian Restaurant,Bradley Beach,NJ,https://www.google.com/maps/search/?api=1&query=76%208.3
76,8.3,Black Sheep Pizza - Minneapolis,Minneapolis,MN,https://www.google.com/maps/search/?api=1&query=76%208.3
76,8.3,Antico Pizza,Atlanta,GA,https://www.google.com/maps/search/?api=1&query=76%208.3
76,8.3,Santillo's Brick Oven Pizza,Elizabeth,NJ,https://www.google.com/maps/search/?api=1&query=76%208.3
76,8.3,Joe's Pizza,Santa Monica,CA,https://www.google.com/maps/search/?api=1&query=76%208.3
76,8.3,Speedy Romeo,New York,NY,https://www.google.com/maps/search/?api=1&query=76%208.3
76,8.3,Gato,New York,NY,https://www.google.com/maps/search/?api=1&query=76%208.3
76,8.3,Sauce,New York,NY,https://www.google.com/maps/search/?api=1&query=76%208.3
76,8.3,Surly Brewing,Minneapolis,MN,https://www.google.com/maps/search/?api=1&query=76%208.3
76,8.3,Pizzeria 'Lucci,Belmar,NJ,https://www.google.com/maps/search/?api=1&query=76%208.3
76,8.3,Forbidden Pizza,New Orleans,LA,https://www.google.com/maps/search/?api=1&query=76%208.3
88,8.2,Grigg Street Pizza,Greenwich,CT,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Patsy's Tavern & Restaurant,Paterson,NJ,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Del Ponte's Coal Fired Pizza,Bradley Beach,NJ,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Circles and Squares,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Lou Malnati's Pizzeria,Chicago,IL,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Saluggi's,New York,NY,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Brunetti Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Numero 28 Pizzeria - West Village,New York,NY,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Carpanzano's,Guilford,CT,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Vito's Pizza,Santa Monica,CA,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Pope's Italian Restaurant,Saratoga Springs,NY,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Stromboli Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Bianchi's Pizza,Revere,MA,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Santarpio's Pizza,Boston,MA,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Florina Pizzeria & Paninoteca,Boston,MA,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Riko's Pizza,Stamford,CT,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Merilu Pizza Al Metro,New York,NY,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,NY Pizza Suprema,New York,NY,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Brick Oven Pizza 33,New York,NY,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Rocco's Pizza Joint,New York,NY,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Pizza Time,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,The Longshoreman,New York,NY,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Grand Pizza Shoreline,Clinton,CT,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Zuppardi’s Apizza,West Haven,CT,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Eleventh Street Pizza,Miami,FL,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Marc's Artisanal Pizzeria,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Cello's Pizzeria,Manhattan,NY,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,PaciDough's Pizza Joint,Toms River,NJ,https://www.google.com/maps/search/?api=1&query=88%208.2
88,8.2,Il Supremo Pizza,Metairie,LA,https://www.google.com/maps/search/?api=1&query=88%208.2
117,8.1,Luigi's Famous Pizza,Lincroft,NJ,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Prime Pizza,Los Angeles,CA,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Vito & Nick's Pizzeria,Chicago,IL,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Detroit Style Pizza Co,St Clair Shores,MI,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Cesare's Ristorante,Bristol,PA,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Renato's Pizza Master,Jersey City,NJ,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Rebar Bar & Pizza,West Haven,PA,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Urban Tomato,Palisades Park,NJ,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Lido Restaurant,Hackensack,NJ,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Pizzata Pizzeria,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Pizza Jawn,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Wood Street Pizza,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Lo Duca Pizza,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Tacconelli’s Pizzeria,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Amore Pizzeria,Flushing,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,L’Arte Della Pizza Brooklyn,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Razza Pizza Artigianale,Jersey City,NJ,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Domenick & Pia Pizzeria,Waterbury,CT,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Goodfellas Pizzeria,Indianapolis,IN,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Denino's Pizzeria Tavern,Staten Island,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Basile's Pizza,Hoboken,NJ,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Neapolitan Express,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Famous Ben's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Lucali,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Totonno's,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Bronx Pizza,San Diego,CA,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Caputo's Pizzeria,Saratoga Springs,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,King Umberto's of Elmont,Elmont,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Sal's Little Italy,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Champion Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Rubirosa,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,310 Bowery Bar,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Cafe Daniello's,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Freddie & Pepper's,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Francesco's Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Sacco Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Luigi's Gourmet Grill,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,PizzArte,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Pisa Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Jiannetto's Pizza Truck,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Lombardi's pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Nicoletta Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Heritage,Fort Lauderdale,FL,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Angelo’s Pizza,Wilkes Barre,PA,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Gerry’s Pizzeria,Wilkes Barre,PA,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Pizza Craft Artisan Pizzeria,Fort Lauderdale,FL,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Tucci’s Fire N Coal Pizza,Boca Raton,FL,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Pizzeria Giove,Staten Island,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Pete & Elda’s Bar / Carmen’s Pizzeria,Neptune City,NJ,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Slice,Long Island City,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Bar Bucce,Miami,FL,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Flour Pizzeria & Cafe,Los Angeles,CA,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Corner Square,Bayonne,NJ,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Leo's Hideout,San Antonio,TX,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Lovers Pizzeria,San Antonio,TX,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Smith & Lentz Brewing and Pizza,Nashville,TN,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,St. Vito Focacceria,Nashville,TN,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,PIZZ' AMICI,Chicago,IL,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Sullivan Street Bakery and Pizza,Manhattan,NY,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Spinachio Pizza,North Haledon,NJ,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Peppi's Pizza,Miami,FL,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Emelio's Restaurant,Columbus,OH,https://www.google.com/maps/search/?api=1&query=117%208.1
117,8.1,Eda's Pizzeria,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=117%208.1
180,8.0,Roberta's,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=180%208.0
180,8.0,Grimaldi's,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=180%208.0
180,8.0,La Margarita Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=180%208.0
180,8.0,East Village Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=180%208.0
180,8.0,Steamboat Wharf Pizza,Nantucket,MA,https://www.google.com/maps/search/?api=1&query=180%208.0
180,8.0,Lynwood Cafe,Randolph,MA,https://www.google.com/maps/search/?api=1&query=180%208.0
180,8.0,Fort Lee Pizzeria,Fort Lee,NJ,https://www.google.com/maps/search/?api=1&query=180%208.0
180,8.0,Blocks Pizza Deli,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=180%208.0
180,8.0,Fort Lee Pizzeria,Fort Lee,NJ,https://www.google.com/maps/search/?api=1&query=180%208.0
189,7.9,Maria's Pizza & Subs,Milltown,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Mancini Pizza,East Brunswick,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Natoli's Italian Deli,Secaucus,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Amore Pizza by Jack Calandra,Nutley,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,The Galley Pizza & Eatery,Asbury Park,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Brooklyn Pizza,Short Hills,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Pizzette Miami,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Roma Pizzeria,North Bergen,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Good Pizza,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Brooklyn's Brick Oven Pizzeria,Hackensack,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Brother's Pizzeria,Staten Island,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Lee's Tavern,Staten Island,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Il Mattone West Village,New York,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Artichoke Basille's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Julian's Italian Pizzeria & Kitchen,San Antonio,TX,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Borrelli's,East Meadow,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Tony's Pizza,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,L'industrie Pizzeria,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Manhattan Brick Oven Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Made In New York Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Arturo's,New York,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Sofia Pizza Shoppe,New York,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Rock Pizza Scissors,New York,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Patrizia's Pizza and Pasta,New York,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Sabatini’s Pizza Inc,Exeter,PA,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Moby’s,East Hampton,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Sicilian Oven,Boca Raton,FL,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Fresco By Scotto,New York,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Amano Pizza,South Amboy,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Grand Avenue Pizza,Astoria,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Nunzio’s Pizzeria & Restaurant,Staten Island,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Via Roma Pizza Bar,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Tony D’s Pizza,Caldwell,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Gino’s Long Beach,Long Beach,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Vince’s Pizzeria,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Pizza Shackamaxon,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Ernie’s Pizzeria,New Haven,CT,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Pizzeria La Rosa,New Rochelle,NY,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Angelino's Restaurant,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Eagle Brook Saloon,Norfolk,MA,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Vinnie's Mootz,Lyndhurst,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Zarella Pizzeria & Taverna,Chicago,IL,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Ferraro's Pizzeria & Pub,Middlesex,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Prince Street Pizza,Chicago,IL,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Casano's Pizza Parlor,Rutherford,NJ,https://www.google.com/maps/search/?api=1&query=189%207.9
189,7.9,Baker and Barista,Miami,FL,https://www.google.com/maps/search/?api=1&query=189%207.9
235,7.8,Pelham Pizza,Pelham,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,The Pizza Terminal,Verona,NJ,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Brooklyn Square,Jackson,NJ,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Pat's Pizza and Ristorante,Chicago,IL,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Zazzy's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Barnaby's of Northbrook,Northbrook,IL,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Michigan & Trumbull,Detroit,MI,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Tomatoes APizza,Farmington Hills,MI,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Marabella Pizza,Sunnyside,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Lodi Pizza Restaurant,Lodi,NJ,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Giotto Maestro della Pizza,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Napoli Wood Fired Pizza,Cliffside Park,NJ,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Gaetano's Pizzeria,Clifton Heights,PA,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Pica's Restaurant,Upper Darby,PA,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Botanica Bar,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Louie & Ernie's Pizza,Bronx,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Leone's Pizza,Columbus,OH,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Pies & Pints - Lexington,Lexington,KY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Round Pie Pizza Company,Staten Island,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Luigi's Coal Oven Pizza,Fort Lauderdale,FL,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,The New Park Tavern,East Rutherford,NJ,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Vaccaro’s Pizza,Floral Park,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Pat’s Pizza,Dorchester Center,MA,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Artichoke Basille's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Peperino,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Nonna’s Pizza,White Plains,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Adoro Lei,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Serafina Meatpacking,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Emmett's,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,XS Nightclub,Las Vegas,NV,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Acquolina,San Francisco,CA,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Krispy Pizza - Brooklyn,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Eddie’s Pizza,New Hyde Park,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,New Park Pizza,Howard Beach,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Carmine's Pizzeria,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
