Rank,Score,Name,City,State,Google Maps Link
506,7.3,Pizza Village,Montauk,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Tomasso’s Pizza and Subs,Boca Raton,FL,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Pizza Tropical,Miami,FL,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Giuseppe's Steel City Pizza,Port Orange,FL,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Shelley’s Pizza,Wilkes Barre,PA,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Campania Coal Fired Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,The Brick Fire Baked Pizza,Hoboken,NJ,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,La Nova Pizzeria,Buffalo,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Mary Lou’s Pizza,Old Forge,PA,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Emilio’s of Morris Park,Bronx,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Gigino Trattoria,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Strawberry’s Pub & Pizza,Woodbridge,NJ,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Manco & Manco Pizza,Ocean City,NJ,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Nino’s Pizza & Subs,Boston,MA,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Freddy’s Pizzeria,Whitestone,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,House of Pizza & Calzones,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Pizza Pazza,Miami,FL,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Sauce & Bread,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Pizzeria Rustico,Boston,MA,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Oakwood Pizza Edison,Edison,NJ,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Sal's Pizza Factory,Charlotte,NC,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Ranalli's Pizza Bar - Lincoln Park,Chicago,IL,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Pizza RIA,Manchester Township,NJ,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Cafe Sitaly,Wilmington,DE,https://www.google.com/maps/search/?api=1&query=506%207.3
563,7.2,Zeneli Pizzeria,New Haven,CT,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Tommy's Tavern + Tap,Sea Bright,NJ,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Joe's Rotisseria,Roselle Park,NJ,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,DeSano Pizza Bakery,Nashville,TN,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Collins Pizza,Miami,FL,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Zoni's Coal Fired Pizza,Red Bank,NJ,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Cafe La Buca,Pompano Beach,FL,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Pie-Sci Pizza,Detroit,MI,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Capri Pizza,Kenilworth,NJ,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Outta Hand Pizza,Westfield,NJ,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Pie-Sci Pizza,Detroit,MI,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Beto's Pizza,Pittsburgh,PA,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Sal & Carmine's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Pizza Barn,Yonkers,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Bella Blu,New York,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Wedgewood Fernando's Pizza - Austintown,Youngstown,OH,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Sparky's Pizzeria and Grill,Jackson,TN,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Buckhead Pizza,Atlanta,GA,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Fellini's Pizza,Atlanta,GA,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Vesta Wood Fired Pizza & Bar,East Rutherford,NJ,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Mario's Classic Pizza,Hoboken,NJ,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Dona Bella Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Emily - West Village,New York,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Good Pie,Las Vegas,NV,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Corner Slice,New York,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Café Crust,Southampton,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Proto's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Sophie T's Pizza,Nantucket,MA,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Pizza Pete's,New York,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Cafe Fiorello,New York,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Company,New York,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,La Leggenda Pizzeria,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Sir Pizza,Key Biscayne,FL,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Dusal’s Italian Restaurant,Freehold,NJ,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Conte’s Pizza,Delray Beach,FL,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,New England Pizza House No 1,Hyannis,MA,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,John’s Pizza Restaurant,Naugatuck,CT,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Grandma’s Original Pizza,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Manero’s Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Eleven B,New York,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Tommy’s Pizza,Providence,RI,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Al Forno Restaurant,Providence,RI,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Butchertown Pizza Hall,Louisville,KY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,La Pizza,University City,MO,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Lucia Pizza,Flushing,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,VIPizza,Bayside,NY,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Collins Pizza,Miami,FL,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Petralunga,North Bay Village,FL,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Lusha Pizza,Chicago,IL,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,Bacino's,Chicago,IL,https://www.google.com/maps/search/?api=1&query=563%207.2
563,7.2,312 Pizza Company,Nashville,TN,https://www.google.com/maps/search/?api=1&query=563%207.2
614,7.1,Talula's,Asbury Park,NJ,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Brothers Pizza,East Brunswick,NJ,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Bryne's Grilled Pizza,Indianapolis,IN,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Black Magic Pizza,Orlando,FL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,PizzeRizzo,Hollywood Studios,FL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Bongiorno's Cucina Italiana & Pizzeria,Chicago,IL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Pizzeria Portofino,Chicago,IL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Spacca Napoli,Chicago,IL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,The Bread Factory,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,PIZZANISTA!,Los Angeles,CA,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Big Louie's Pizzeria,Pompano Beach,FL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Chicago Pizza and Oven Grinder Company,Chicago,IL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Salerno's Pizza,Chicago,IL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Piece Brewery & Pizzeria,Chicago,IL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Harry's Pizzeria,Miami,FL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Mootz Pizzeria + Bar,Detroit,MI,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Café Villa,Chatham,NJ,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,"Maxi's Pizza, Subs & Bar",Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Mineo's Pizza House,Pittsburgh,PA,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Pizzeria Stella,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,La Pizza Fresca Ristorante,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Brooklyn Boys Pizza and Deli,Edison,NJ,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Red's Savoy Pizza,Minneapolis,MN,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Star Tavern,Orange,NJ,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Minervini’s Pizzeria & Restaurant,East Haven,CT,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Re Sette,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,City Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,La Bellezza Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Armand's Pizzeria,Elmwood Park,IL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Geo's Pizza,Chicago,IL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Villa Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,The Wig & Pen Pizza Pub,Iowa City,IA,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Avalon Downtown Pizzeria,Youngstown,OH,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,IL Brigante,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Salerno’s Cafe,Old Forge,PA,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Todaro Pizza,Clemson,SC,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Post Office Pies,Birmingham,AL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Feroce Ristorante,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Fellini Pizzeria,Providence,RI,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Benny Marzano's,Blacksburg,VA,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Cosmo's Original Little Italy Pizza,Lawrenceville,GA,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Cucina Bene,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Majestic Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Eddie & Sam's NY Pizza,Tampa,FL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,DC Pie - Brickell,Miami,FL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Porta,Jersey City,NJ,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Emporio,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Sorbillo Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Dirty Water Dough,Boston,MA,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Vinnie's Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Kiss My Slice,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Il Corallo Trattoria,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,New York Sal's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Uncle Mario's Brick Oven Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Grafa Pizza,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Nick's Pizza,Deerfield Beach,FL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Main Street Pizza Company,Farmingdale,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Capizzi,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,P&G Pizza and Deli,Southampton,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Villa Milano,Manhasset,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Zia Maria-Chelsea,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Lions & Tigers & Squares Detroit Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,BarDough,New York,NY,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,LowBrow Pizza & Beer,Naples,FL,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Mattenga's Pizzeria,San Antonio,TX,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Vinnie's Pizzeria & Restaurant,Bloomfield,NJ,https://www.google.com/maps/search/?api=1&query=614%207.1
614,7.1,Pizza Pizza,Miami,FL,https://www.google.com/maps/search/?api=1&query=614%207.1
681,7.0,Picasso’s Pizza,Buffalo,NY,https://www.google.com/maps/search/?api=1&query=681%207.0
681,7.0,Brier Hill Pizza & Wings,Youngstown,OH,https://www.google.com/maps/search/?api=1&query=681%207.0
681,7.0,Fiore's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=681%207.0
684,6.9,Michael's Ali Coal Fired Pizza,Winter Garden,FL,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,The Big Cheese,Miami,FL,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Alibi of Troy,Troy,MI,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Bell's Greek Pizza,East Lansing,MI,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Buon Pane Italiano Bakery,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Campus Corner,Villanova,PA,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Aumm Aumm,North Bergen,NJ,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Imperial Pizza,Secane,PA,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Tony's Famous Tomato Pie,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Nino's 46,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Mariella Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Sicilia Fine Italian Specialties,Columbus,OH,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Girello,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Bleecker Street Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Steve's Pizza,Miami,FL,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Pizza Girls WPB,West Palm Beach,FL,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Juliana's Pizza,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Rocco's Pizzeria,Vineyard Haven,MA,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Mama's Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Joe G Pizza & Restaurant,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Ovest Pizzoteca by Luzzo's,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,10th Avenue Pizza & Cafe,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Gotham Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Village Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Anthony’s,Watertown,CT,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Belltown Pizza,Stamford,CT,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,M & S Pizza II,Rockaway Township,NJ,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Prova Pizzabar,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Biga Contemporary Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Famous Calabria,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Sotto 13,New York,NY,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Glenville Pizza,Greenwich,CT,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,Pizzeria Lola,Minneapolis,MN,https://www.google.com/maps/search/?api=1&query=684%206.9
684,6.9,The Big Cheese,Miami,FL,https://www.google.com/maps/search/?api=1&query=684%206.9
718,6.8,Abate Apizza & Restaurant,New Haven,CT,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,IL Forno Brick Oven Pizza,Secaucus,NJ,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,L'Antica Pizzeria da Michele,Los Angeles,CA,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Aurelio's Pizza,Homewood,IL,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Banchero Miami,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Art Of Pizza,Chicago,IL,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Ottava Via,Detroit,MI,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Pucci's Pizza,Miami,FL,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Frank's Pizzeria,Newark,NJ,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Pizza Rustica,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Pucci's Pizza,Miami,FL,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Ottava Via,Detroit,MI,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Georgio's Pizza,East Lansing,MI,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Nino's AQ,Queens,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Fratelli La Bufala,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Piazza Di Pizza,Moonachie,NJ,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Philly Style Pizza,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Tony Novante's Pizza and Wing Boss,Union City,NJ,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Pasta by Hudson,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Enjay's Pizza,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Zio's Brick Oven Pizza,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,MAMA'S TOO!,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Cossetta Alimentari,Saint Paul,MN,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Football Pizza,Minneapolis,MN,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Casabianca Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Palermo's 95th,Oak Lawn,IL,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Pizza House,Ann Arbor,MI,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Belleria Pizzeria,Youngstown,OH,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Imperial Pizza,Buffalo,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Slice Downtown,Atlanta,GA,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,The Original Goodfella's Brick Oven Pizza,Staten Island,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Tony Boloney's,Hoboken,NJ,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Benny Tudino's Pizzeria,Hoboken,NJ,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,SIMÒ PIZZA,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Starbucks Reserve Roastery,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Little Vincent's Pizza,Huntington,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Melani Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Giordano's Restaurant,Oak Bluffs,MA,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,1000 Degrees Neapolitan Pizzeria,Boston,MA,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Bricco Ristorante Italiano,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Nizza,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Aperitivo Pizza Bar,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,La Trattoria,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Garlic New York Pizza Bar,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Posto,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,J's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Vinny’s Restaurant & Pizzeria,Naugatuck,CT,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Andiamo,Miami,FL,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Rose & Joe’s Italian Bakery,Astoria,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Pizza Brain,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Frankie Feds,Freehold,NJ,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Pizza Time Restaurant,Avenel,NJ,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Brooklyn Boys Pizza & Pasta,Boca Raton,FL,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Vinnie’s Pizzeria & Ristorante,Boonton,NJ,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Foggy Bakery & BBQ,Nantucket,MA,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,British Beer Company,Hyannis,MA,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Pizza Barbone,Hyannis,MA,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Astro’s Pizza,Amagansett,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Hard Knox Pizzeria,Knoxville,TN,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Pizza Brutta,Madison,WI,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Spinelli’s Pizzeria,Louisville,KY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,MEZZE Kosher Restaurant & Pizzeria Queens,Rego Park,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Saverio’s Authentic Pizza Napoletana,Massapequa,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Artistic Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Cascarino’s Brick Oven Pizzeria & Ristorante,Whitestone,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Krave It Sandwich Shop & Eatery,Bayside,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Pizza 7,Saratoga Springs,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Claudio Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,East Side Pizza,Miami,FL,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Arigna Irish Pub & Coal Fire Kitchen,North Providence,RI,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Zio Casual Italian,Charlotte,NC,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Royal Pizza,San Antonio,TX,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Cuts & Slices,Manhattan,NY,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,A1 Pizza,Lyndhurst,NJ,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Jojo's Pizza,Little Falls Township,NJ,https://www.google.com/maps/search/?api=1&query=718%206.8
718,6.8,Pizza Lobo Logan Square,Chicago,IL,https://www.google.com/maps/search/?api=1&query=718%206.8
794,6.7,Medusa Stone Fired Kitchen,Asbury Park,NJ,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,Pasquale's Pizza & Pasta,Indianapolis,IN,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,I Love Pizza,Miami Beach,FL,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,Delicious Pizza,Los Angeles,CA,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,Zuccarelli,Pompano Beach,FL,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,Leo's Pizza,Miami,FL,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,New York Pizza & Restaurant,Miami,FL,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,New York Pizza & Restaurant,Miami,FL,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,Trattoria Napoli,Union City,NJ,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,In Riva,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,Gennaro's Pizza,Pittsburgh,PA,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,Tre Sorelle,New York,NY,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,John & Tony's,New York,NY,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,Filippi's Pizza Grotto Pacific Beach,San Diego,CA,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,Fino Wood Fired Pizza & Bar,Watertown,CT,https://www.google.com/maps/search/?api=1&query=794%206.7
794,6.7,Village Pizzeria,Floral Park,NY,https://www.google.com/maps/search/?api=1&query=794%206.7
